altersklasse_covid19,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
20 - 29,CH,202149,7726,TRUE,186357,0.12,12,1027732,751.75,18132.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,640,62.27,9,0.7999999999999989
30 - 39,CH,202149,10596,TRUE,191038,0.165,16.5,1254957,844.33,15222.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,801,63.83,8.2,1
40 - 49,CH,202149,10752,TRUE,179060,0.167,16.7,1205539,891.88,14853.11,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,475,39.4,4.6,0.3999999999999986
50 - 59,CH,202149,7438,TRUE,161973,0.116,11.600000000000001,1300012,572.15,12459.35,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,115,8.85,1.6,0
60 - 69,CH,202149,4032,TRUE,88534,0.063,6.3,991217,406.77,8931.85,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,157,15.84,4.1,0.20000000000000018
70 - 79,CH,202149,1975,TRUE,53526,0.031,3.1,744449,265.3,7190.02,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,-212,-28.47,-9.7,-0.40000000000000036
80+,CH,202149,1369,TRUE,54838,0.021,2.1,471987,290.05,11618.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,-362,-76.7,-20.9,-0.6000000000000001
Unbekannt,CH,202149,14,TRUE,241,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-49,-3,NA,-17.6,0
0 - 9,CH,202150,8013,TRUE,71231,0.132,13.200000000000001,883904,906.55,8058.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-1018,-115.17,-11.3,-0.8000000000000007
10 - 19,CH,202150,9815,TRUE,163475,0.162,16.2,858994,1142.62,19030.98,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-1560,-181.6,-13.7,-1.5
20 - 29,CH,202150,8142,TRUE,194499,0.134,13.4,1027732,792.23,18925.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,416,40.48,5.4,1.4000000000000004
30 - 39,CH,202150,10764,TRUE,201802,0.178,17.8,1254957,857.72,16080.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,168,13.39,1.6,1.3000000000000007
40 - 49,CH,202150,10185,TRUE,189245,0.168,16.8,1205539,844.85,15697.96,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-567,-47.03,-5.3,0.10000000000000142
50 - 59,CH,202150,7166,TRUE,169139,0.118,11.799999999999999,1300012,551.23,13010.57,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-272,-20.92,-3.7,0.1999999999999975
60 - 69,CH,202150,3669,TRUE,92203,0.061,6.1,991217,370.15,9302,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-363,-36.62,-9,-0.20000000000000018
70 - 79,CH,202150,1696,TRUE,55222,0.028,2.8000000000000003,744449,227.82,7417.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-279,-37.48,-14.1,-0.2999999999999998
80+,CH,202150,1115,TRUE,55953,0.018,1.7999999999999998,471987,236.24,11854.78,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-254,-53.81,-18.6,-0.30000000000000027
Unbekannt,CH,202150,10,TRUE,251,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-50,-4,NA,-28.6,0
0 - 9,CH,202151,5787,TRUE,77018,0.085,8.5,883904,654.71,8713.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,-2226,-251.84,-27.8,-4.700000000000001
10 - 19,CH,202151,9076,TRUE,172551,0.134,13.4,858994,1056.58,20087.57,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,-739,-86.04,-7.5,-2.799999999999999
20 - 29,CH,202151,13607,TRUE,208106,0.2,20,1027732,1323.98,20249.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,5465,531.75,67.1,6.6
30 - 39,CH,202151,13508,TRUE,215310,0.199,19.900000000000002,1254957,1076.37,17156.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,2744,218.65,25.5,2.1000000000000014
40 - 49,CH,202151,11144,TRUE,200389,0.164,16.400000000000002,1205539,924.4,16622.36,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,959,79.55,9.4,-0.3999999999999986
50 - 59,CH,202151,8162,TRUE,177301,0.12,12,1300012,627.84,13638.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,996,76.61,13.9,0.20000000000000107
60 - 69,CH,202151,3956,TRUE,96159,0.058,5.800000000000001,991217,399.11,9701.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,287,28.96,7.8,-0.29999999999999893
70 - 79,CH,202151,1655,TRUE,56877,0.024,2.4,744449,222.31,7640.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,-41,-5.51,-2.4,-0.40000000000000036
80+,CH,202151,1067,TRUE,57020,0.016,1.6,471987,226.07,12080.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,-48,-10.17,-4.3,-0.19999999999999973
Unbekannt,CH,202151,15,TRUE,266,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-51,5,NA,50,0
0 - 9,CH,202152,6199,TRUE,83217,0.055,5.5,883904,701.32,9414.71,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,412,46.61,7.1,-3
10 - 19,CH,202152,13792,TRUE,186343,0.123,12.3,858994,1605.6,21693.17,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,4716,549.02,52,-1.0999999999999996
20 - 29,CH,202152,25222,TRUE,233328,0.225,22.5,1027732,2454.14,22703.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,11615,1130.16,85.4,2.5
30 - 39,CH,202152,22304,TRUE,237614,0.199,19.900000000000002,1254957,1777.27,18934.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,8796,700.9,65.1,0
40 - 49,CH,202152,18011,TRUE,218400,0.161,16.1,1205539,1494.02,18116.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,6867,569.62,61.6,-0.3000000000000007
50 - 59,CH,202152,15125,TRUE,192426,0.135,13.5,1300012,1163.45,14801.86,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,6963,535.61,85.3,1.5
60 - 69,CH,202152,7075,TRUE,103234,0.063,6.3,991217,713.77,10414.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,3119,314.66,78.8,0.4999999999999991
70 - 79,CH,202152,2842,TRUE,59719,0.025,2.5,744449,381.76,8021.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,1187,159.45,71.7,0.10000000000000009
80+,CH,202152,1567,TRUE,58587,0.014,1.4000000000000001,471987,332,12412.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,500,105.93,46.9,-0.19999999999999996
Unbekannt,CH,202152,36,TRUE,302,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2021-52,21,NA,140,0
0 - 9,CH,202201,9540,TRUE,92757,0.053,5.3,883904,1079.3,10494.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3341,377.98,53.9,-0.20000000000000018
10 - 19,CH,202201,27152,TRUE,213495,0.15,15,858994,3160.91,24854.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,13360,1555.31,96.9,2.6999999999999993
20 - 29,CH,202201,46114,TRUE,279442,0.255,25.5,1027732,4486.97,27190.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,20892,2032.83,82.8,3
30 - 39,CH,202201,34447,TRUE,272061,0.19,19,1254957,2744.87,21678.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,12143,967.6,54.4,-0.9000000000000021
40 - 49,CH,202201,27026,TRUE,245426,0.149,14.899999999999999,1205539,2241.82,20358.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,9015,747.8,50.1,-1.2000000000000028
50 - 59,CH,202201,22130,TRUE,214556,0.122,12.2,1300012,1702.29,16504.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,7005,538.84,46.3,-1.3000000000000007
60 - 69,CH,202201,8980,TRUE,112214,0.05,5,991217,905.96,11320.83,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,1905,192.19,26.9,-1.2999999999999998
70 - 79,CH,202201,3458,TRUE,63177,0.019,1.9,744449,464.5,8486.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,616,82.74,21.7,-0.6000000000000001
80+,CH,202201,1923,TRUE,60510,0.011,1.0999999999999999,471987,407.43,12820.27,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,356,75.43,22.7,-0.30000000000000027
Unbekannt,CH,202201,70,TRUE,372,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,34,NA,94.4,0
0 - 9,CH,202202,17358,TRUE,110115,0.094,9.4,883904,1963.79,12457.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,7818,884.49,81.9,4.1000000000000005
10 - 19,CH,202202,30924,TRUE,244419,0.167,16.7,858994,3600.03,28454.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,3772,439.12,13.9,1.6999999999999993
20 - 29,CH,202202,34047,TRUE,313489,0.184,18.4,1027732,3312.83,30502.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-12067,-1174.14,-26.2,-7.100000000000001
30 - 39,CH,202202,35360,TRUE,307421,0.191,19.1,1254957,2817.63,24496.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,913,72.76,2.7,0.10000000000000142
40 - 49,CH,202202,30242,TRUE,275668,0.163,16.3,1205539,2508.59,22866.78,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,3216,266.77,11.9,1.4000000000000021
50 - 59,CH,202202,22300,TRUE,236856,0.12,12,1300012,1715.37,18219.52,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,170,13.08,0.8,-0.1999999999999993
60 - 69,CH,202202,9467,TRUE,121681,0.051,5.1,991217,955.09,12275.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,487,49.13,5.4,0.09999999999999964
70 - 79,CH,202202,3412,TRUE,66589,0.018,1.7999999999999998,744449,458.33,8944.74,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-46,-6.17,-1.3,-0.10000000000000009
80+,CH,202202,2176,TRUE,62686,0.012,1.2,471987,461.03,13281.3,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,253,53.6,13.2,0.10000000000000009
Unbekannt,CH,202202,62,TRUE,434,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-8,NA,-11.4,0
0 - 9,CH,202203,32116,TRUE,142231,0.135,13.5,883904,3633.43,16091.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,14758,1669.64,85,4.1
10 - 19,CH,202203,41212,TRUE,285631,0.174,17.4,858994,4797.71,33251.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,10288,1197.68,33.3,0.6999999999999993
20 - 29,CH,202203,35104,TRUE,348593,0.148,14.799999999999999,1027732,3415.68,33918.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,1057,102.85,3.1,-3.5999999999999996
30 - 39,CH,202203,46313,TRUE,353734,0.195,19.5,1254957,3690.41,28186.94,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,10953,872.78,31,0.3999999999999986
40 - 49,CH,202203,39448,TRUE,315116,0.166,16.6,1205539,3272.23,26139.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,9206,763.64,30.4,0.3000000000000007
50 - 59,CH,202203,25465,TRUE,262321,0.107,10.7,1300012,1958.83,20178.35,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,3165,243.46,14.2,-1.3000000000000007
60 - 69,CH,202203,11160,TRUE,132841,0.047,4.7,991217,1125.89,13401.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,1693,170.8,17.9,-0.39999999999999947
70 - 79,CH,202203,4081,TRUE,70670,0.017,1.7000000000000002,744449,548.19,9492.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,669,89.86,19.6,-0.09999999999999964
80+,CH,202203,2513,TRUE,65199,0.011,1.0999999999999999,471987,532.43,13813.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,337,71.4,15.5,-0.10000000000000009
Unbekannt,CH,202203,49,TRUE,483,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-03,-13,NA,-21,0
0 - 9,CH,202204,34688,TRUE,176919,0.14,14.000000000000002,883904,3924.41,20015.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,2572,290.98,8,0.5000000000000018
10 - 19,CH,202204,43383,TRUE,329014,0.175,17.5,858994,5050.44,38302.25,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,2171,252.73,5.3,0.10000000000000142
20 - 29,CH,202204,34172,TRUE,382765,0.138,13.8,1027732,3324.99,37243.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,-932,-90.69,-2.7,-0.9999999999999982
30 - 39,CH,202204,49275,TRUE,403009,0.198,19.8,1254957,3926.43,32113.37,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,2962,236.02,6.4,0.3000000000000007
40 - 49,CH,202204,42010,TRUE,357126,0.169,16.900000000000002,1205539,3484.75,29623.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,2562,212.52,6.5,0.3000000000000007
50 - 59,CH,202204,25653,TRUE,287974,0.103,10.299999999999999,1300012,1973.29,22151.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,188,14.46,0.7,-0.40000000000000036
60 - 69,CH,202204,11935,TRUE,144776,0.048,4.8,991217,1204.08,14605.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,775,78.19,6.9,0.09999999999999964
70 - 79,CH,202204,4600,TRUE,75270,0.019,1.9,744449,617.91,10110.83,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,519,69.72,12.7,0.19999999999999973
80+,CH,202204,2702,TRUE,67901,0.011,1.0999999999999999,471987,572.47,14386.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,189,40.04,7.5,0
Unbekannt,CH,202204,56,TRUE,539,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-04,7,NA,14.3,0
0 - 9,CH,202205,22462,TRUE,199381,0.111,11.1,883904,2541.23,22556.86,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-12226,-1383.18,-35.2,-2.900000000000002
10 - 19,CH,202205,32974,TRUE,361988,0.164,16.400000000000002,858994,3838.68,42140.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-10409,-1211.76,-24,-1.0999999999999979
20 - 29,CH,202205,29704,TRUE,412469,0.147,14.7,1027732,2890.25,40133.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-4468,-434.74,-13.1,0.8999999999999986
30 - 39,CH,202205,40526,TRUE,443535,0.201,20.1,1254957,3229.27,35342.65,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-8749,-697.16,-17.8,0.3000000000000007
40 - 49,CH,202205,35190,TRUE,392316,0.174,17.4,1205539,2919.03,32542.79,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-6820,-565.72,-16.2,0.49999999999999645
50 - 59,CH,202205,22697,TRUE,310671,0.113,11.3,1300012,1745.91,23897.55,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-2956,-227.38,-11.5,1.0000000000000018
60 - 69,CH,202205,10938,TRUE,155714,0.054,5.4,991217,1103.49,15709.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-997,-100.59,-8.4,0.6000000000000005
70 - 79,CH,202205,4425,TRUE,79695,0.022,2.1999999999999997,744449,594.4,10705.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-175,-23.51,-3.8,0.2999999999999998
80+,CH,202205,2736,TRUE,70637,0.014,1.4000000000000001,471987,579.68,14965.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,34,7.21,1.3,0.30000000000000027
Unbekannt,CH,202205,17,TRUE,556,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-05,-39,NA,-69.6,0
0 - 9,CH,202206,14549,TRUE,213930,0.096,9.6,883904,1645.99,24202.85,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-7913,-895.24,-35.2,-1.5
10 - 19,CH,202206,23314,TRUE,385302,0.154,15.4,858994,2714.11,44855.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-9660,-1124.57,-29.3,-1.0000000000000018
20 - 29,CH,202206,22892,TRUE,435361,0.151,15.1,1027732,2227.43,42361.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-6812,-662.82,-22.9,0.40000000000000036
30 - 39,CH,202206,29979,TRUE,473514,0.198,19.8,1254957,2388.85,37731.49,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-10547,-840.42,-26,-0.3000000000000007
40 - 49,CH,202206,26034,TRUE,418350,0.172,17.2,1205539,2159.53,34702.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-9156,-759.5,-26,-0.1999999999999993
50 - 59,CH,202206,18347,TRUE,329018,0.121,12.1,1300012,1411.29,25308.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-4350,-334.62,-19.2,0.7999999999999989
60 - 69,CH,202206,9257,TRUE,164971,0.061,6.1,991217,933.9,16643.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-1681,-169.59,-15.4,0.6999999999999993
70 - 79,CH,202206,4138,TRUE,83833,0.027,2.7,744449,555.85,11261.08,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-287,-38.55,-6.5,0.5000000000000004
80+,CH,202206,2736,TRUE,73373,0.018,1.7999999999999998,471987,579.68,15545.56,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,0,0,0,0.3999999999999997
Unbekannt,CH,202206,15,TRUE,571,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-06,-2,NA,-11.8,0
0 - 9,CH,202207,9289,TRUE,223219,0.085,8.5,883904,1050.91,25253.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-5260,-595.08,-36.2,-1.0999999999999996
10 - 19,CH,202207,15476,TRUE,400778,0.141,14.099999999999998,858994,1801.64,46656.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-7838,-912.47,-33.6,-1.3000000000000025
20 - 29,CH,202207,17085,TRUE,452446,0.156,15.6,1027732,1662.4,44023.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-5807,-565.03,-25.4,0.5
30 - 39,CH,202207,21567,TRUE,495081,0.196,19.6,1254957,1718.54,39450.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-8412,-670.31,-28.1,-0.1999999999999993
40 - 49,CH,202207,18682,TRUE,437032,0.17,17,1205539,1549.68,36252,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-7352,-609.85,-28.2,-0.1999999999999993
50 - 59,CH,202207,14258,TRUE,343276,0.13,13,1300012,1096.76,26405.6,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-4089,-314.53,-22.3,0.9000000000000004
60 - 69,CH,202207,7476,TRUE,172447,0.068,6.800000000000001,991217,754.22,17397.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-1781,-179.68,-19.2,0.7000000000000011
70 - 79,CH,202207,3629,TRUE,87462,0.033,3.3000000000000003,744449,487.47,11748.55,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-509,-68.38,-12.3,0.6000000000000001
80+,CH,202207,2336,TRUE,75709,0.021,2.1,471987,494.93,16040.48,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,-400,-84.75,-14.6,0.30000000000000027
Unbekannt,CH,202207,17,TRUE,588,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-07,2,NA,13.3,0
0 - 9,CH,202208,7216,TRUE,230435,0.069,6.9,883904,816.38,26070.14,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-2073,-234.53,-22.3,-1.5999999999999996
10 - 19,CH,202208,13909,TRUE,414687,0.132,13.200000000000001,858994,1619.22,48275.89,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-1567,-182.42,-10.1,-0.8999999999999968
20 - 29,CH,202208,17965,TRUE,470411,0.171,17.1,1027732,1748.02,45771.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,880,85.62,5.2,1.5000000000000018
30 - 39,CH,202208,20633,TRUE,515714,0.196,19.6,1254957,1644.12,41094.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-934,-74.42,-4.3,0
40 - 49,CH,202208,17573,TRUE,454605,0.167,16.7,1205539,1457.69,37709.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-1109,-91.99,-5.9,-0.3000000000000007
50 - 59,CH,202208,14463,TRUE,357739,0.138,13.8,1300012,1112.53,27518.13,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,205,15.77,1.4,0.8000000000000007
60 - 69,CH,202208,7481,TRUE,179928,0.071,7.1,991217,754.73,18152.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,5,0.51,0.1,0.29999999999999893
70 - 79,CH,202208,3623,TRUE,91085,0.034,3.4000000000000004,744449,486.67,12235.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-6,-0.8,-0.2,0.10000000000000009
80+,CH,202208,2287,TRUE,77996,0.022,2.1999999999999997,471987,484.55,16525.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,-49,-10.38,-2.1,0.09999999999999964
Unbekannt,CH,202208,17,TRUE,605,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-08,0,NA,0,0
0 - 9,CH,202209,7445,TRUE,237880,0.049,4.9,883904,842.29,26912.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,229,25.91,3.2,-2
10 - 19,CH,202209,17994,TRUE,432681,0.119,11.899999999999999,858994,2094.78,50370.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,4085,475.56,29.4,-1.3000000000000025
20 - 29,CH,202209,28858,TRUE,499269,0.191,19.1,1027732,2807.93,48579.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,10893,1059.91,60.6,2
30 - 39,CH,202209,30217,TRUE,545931,0.2,20,1254957,2407.81,43501.97,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,9584,763.69,46.4,0.3999999999999986
40 - 49,CH,202209,24561,TRUE,479166,0.162,16.2,1205539,2037.35,39747.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,6988,579.66,39.8,-0.5
50 - 59,CH,202209,22390,TRUE,380129,0.148,14.799999999999999,1300012,1722.29,29240.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,7927,609.76,54.8,0.9999999999999982
60 - 69,CH,202209,11387,TRUE,191315,0.075,7.5,991217,1148.79,19301.02,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,3906,394.06,52.2,0.40000000000000036
70 - 79,CH,202209,5385,TRUE,96470,0.036,3.5999999999999996,744449,723.35,12958.58,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,1762,236.68,48.6,0.1999999999999993
80+,CH,202209,3083,TRUE,81079,0.02,2,471987,653.2,17178.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,796,168.65,34.8,-0.19999999999999973
Unbekannt,CH,202209,7,TRUE,612,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-09,-10,NA,-58.8,0
0 - 9,CH,202210,8406,TRUE,246286,0.044,4.3999999999999995,883904,951.01,27863.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-10,961,108.72,12.9,-0.5000000000000009
10 - 19,CH,202210,20573,TRUE,453254,0.108,10.8,858994,2395.01,52765.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-10,2579,300.23,14.3,-1.0999999999999979
